Intersections_Entries,Longitude,Latitude,Altitude,Origin
45,4.067234859439805,-0.6698691620182003,-160.46221147831065,false
46,4.0681445996690035,-0.6686609273902622,-159.00427839751393,false
47,4.062670950079573,-0.6759305217019957,-167.757933525704,false
48,4.0657163768282185,-0.6718858714608322,-162.89300058159154,false
49,4.058131059295779,-0.6834923783716638,-173.85025460392924,false
50,4.069183070756314,-0.6664215931163433,-157.96823990668216,false
51,4.068750537271767,-0.6668524253744162,-158.76762741866946,false
52,4.068144606035848,-0.6674559731847862,-159.88714716006714,false
53,4.06723486740425,-0.6683621329408616,-161.5672520522774,false
54,4.065716387461051,-0.669874638113916,-164.36962806922472,false
55,4.058131086950419,-0.6785794723238988,-177.48363000888753,false
56,4.062670966069099,-0.6729080724215495,-169.9826376698004,false
57,4.069183075293827,-0.6655614567622032,-158.59752053903853,false
58,4.068750542567126,-0.665848667818639,-159.50217235016154,false
59,4.068144612392764,-0.6662510183948065,-160.76924713520884,false
60,4.067234875355353,-0.6668551029478504,-162.67109005685822,false
61,4.0581311145225145,-0.6736665572149979,-181.1042243178005,false
62,4.065716398073261,-0.6678634031325208,-165.8441136865195,false
63,4.062670982020052,-0.6698856194327932,-172.20250468739448,false
64,4.06918307982509,-0.6647013201091806,-159.22640943465055,false
65,4.068750547854782,-0.6648449098556741,-160.23618379996958,false
66,4.068144618739993,-0.6650460630176347,-161.65057832602528,false
67,4.067234883292948,-0.6653480720355568,-163.77372549687527,false
68,4.058131142013573,-0.6687536330549052,-184.71203758197697,false
69,4.0657164086651,-0.6658521665112497,-167.31645744080575,false
70,4.062670997932429,-0.6668631627293992,-174.41753459584638,false
71,4.069183084350145,-0.6638411831557882,-159.85490659448266,false
72,4.068144625077292,-0.6638411070507032,-162.5311407344453,false
73,4.068750553134779,-0.6638411514835691,-160.96966177021534,false
74,4.0672348912172005,-0.6638410402002761,-164.87515837580062,false
75,4.06571641923619,-0.6638409282448718,-168.78665934076352,false
76,4.058131169423089,-0.6638406998550684,-188.3070698561977,false
77,4.062671013806233,-0.663840702305039,-176.627727412709,false
78,4.0691830888689156,-0.6629810459005436,-160.48301202027082,false
79,4.068144631404843,-0.6626361504913767,-163.4109343633623,false
80,4.067234899128028,-0.6623340074383627,-165.97538869845647,false
81,4.065716429787038,-0.6618296883280526,-170.25471939256522,false
82,4.0687505584071655,-0.6628373927003929,-161.7026062628277,false
83,4.062671029641228,-0.6608182381533373,-178.83308315688564,false
84,4.058131196751067,-0.6589277576265604,-191.8893211946648,false
85,4.069183093381477,-0.6621209083419637,-161.11072571278663,false
86,4.068750563671802,-0.6618336335041936,-162.43501727992847,false
87,4.068144637722585,-0.66143119333705,-164.2899592164412,false
88,4.067234907025349,-0.6608269737461238,-167.0744164694723,false
89,4.061380037245166,-0.6556390631976917,-185.92326554785848,false
90,4.0657164403172645,-0.6598184467554982,-171.72063760469808,false
91,4.062671045438121,-0.6577957702681081,-181.03360184245724,false
92,4.065481185287224,-0.6556390403549998,-175.36592954543815,false
93,4.0695823110903016,-0.6556390141257635,-164.79962297680677,false
94,4.073683414654125,-0.6556389845096888,-154.22434571639283,false
95,4.077784495979123,-0.6556389515070052,-143.64009763650301,false
96,4.08188555506546,-0.6556389151177677,-133.0468786104085,false
97,4.085986591913302,-0.6556388753420324,-122.4446885109947,false
98,4.090087606523077,-0.655638832179679,-111.83352720941095,false
99,4.094188598894511,-0.6556387856311118,-101.21339457970005,false
100,4.098289569028386,-0.6556387356960375,-90.58429049204688,false
101,4.102390516924083,-0.6556386823748593,-79.9462148204942,false
102,4.106491442582727,-0.6556386256672849,-69.29916743426249,false
103,4.110592346004049,-0.6556385655735429,-58.643148205465536,false
104,4.114693227188215,-0.6556385020936891,-47.97815700544569,false
105,4.118794086135397,-0.6556384352277788,-37.304193704966465,false
106,4.0696448716074825,-0.6613993388804936,-160.44680489562538,false
107,4.06931151880175,-0.6610169012137517,-161.58485127881036,false
108,4.068854368329067,-0.6604924370453542,-163.14531183147275,false
109,4.068188732564213,-0.6597287886409398,-165.41696420181782,false
110,4.06754465067739,-0.6561614887514868,-169.6712142461827,false
111,4.070104607012236,-0.6561614708510705,-163.07386099748905,false
112,4.065494200014111,-0.6564672182858302,-174.7308668746455,false
113,4.067129863061103,-0.6585140034898137,-169.02949749814636,false
114,4.072664554663333,-0.6561614516244894,-156.47301247842665,false
115,4.077784423939445,-0.6561614091931922,-143.26082944421412,false
116,4.0752244936370055,-0.6561614310718586,-149.86866864308772,false
117,4.080344345576843,-0.6561613859885028,-136.64949483474066,false
118,4.0829042585553905,-0.6561613614578045,-130.03466476798795,false
119,4.088024058560698,-0.656161308418434,-116.79451807592704,false
120,4.085464162881279,-0.6561613356011105,-123.41633919746944,false
121,4.090583945600009,-0.6561612799096869,-110.1692013559098,false
122,4.093143824005095,-0.6561612500750857,-103.54038899073828,false
123,4.098263554938308,-0.6561611864278667,-90.2722771353214,false
124,4.095703693782521,-0.6561612189144406,-96.90808093257571,false
125,4.103383251409384,-0.6561611174770884,-76.9901821319975,false
126,4.10082340747834,-0.6561611526154795,-83.63297755094565,false
127,4.070340781425131,-0.6605330109011326,-159.28442260422926,false
128,4.070514053816199,-0.6609331291392666,-158.54610464229089,false
129,4.070112225184862,-0.6600052318572449,-160.25815175747195,false
130,4.0697969050377285,-0.65927709856065,-161.6012365606466,false
131,4.0694513846929254,-0.6582861056565876,-163.21308548328227,false
132,4.069224857377427,-0.6569938289815741,-164.7366780266366,false
133,4.072502218172108,-0.6567985496446154,-156.42879783117797,false
134,4.07074150397956,-0.6567985636834351,-160.96904110083398,false
135,4.074262928252228,-0.6567985349753139,-151.88690109000353,false
136,4.076023634224336,-0.6567985196754716,-147.3433508570572,false
137,4.077784336092911,-0.6567985037451568,-142.79814710996368,false
138,4.079545033862369,-0.6567984871844379,-138.2512898271193,false
139,4.081305727537158,-0.6567984699931912,-133.70277898788487,false
140,4.083066417121661,-0.6567984521715495,-129.1526145704637,false
141,4.084827102620456,-0.656798433719324,-124.6007965528664,false
142,4.086587784037828,-0.6567984146367122,-120.04732491387497,false
143,4.088348461378256,-0.656798394923654,-115.49219963169291,false
144,4.090109134646284,-0.6567983745800894,-110.93542068490936,false
145,4.0918698038461345,-0.6567983536061519,-106.37698805192063,false
146,4.093630468982481,-0.6567983320017166,-101.81690171054439,false
147,4.095391130059479,-0.6567983097669167,-97.25516164014134,false
148,4.071215502852561,-0.6605568875116865,-157.01181937128916,false
149,4.0711470520965936,-0.6601539562421833,-157.48190407754552,false
150,4.071059458239207,-0.6596383401829101,-158.08332458005393,false
151,4.0710095316695485,-0.6590022938633833,-158.67514944656696,false
152,4.071097994368507,-0.6582694921322029,-158.98034078026154,false
153,4.072417129462595,-0.6571324845899272,-156.40553139371406,false
154,4.073758923190518,-0.6571324732008788,-152.9444755292166,false
155,4.071218026300973,-0.6572751787599926,-159.39398320215486,false
156,4.075100714528729,-0.6571324614439932,-149.48245939834365,false
157,4.07644250348026,-0.6571324493192728,-146.01948298836442,false
158,4.077784290048144,-0.657132436826673,-142.55554628770557,false
159,4.079126074235419,-0.6571324239662889,-139.09064928325049,false
160,4.080467856045127,-0.6571324107380291,-135.62479196361872,false
161,4.081809635480298,-0.6571323971419422,-132.15797431588655,false
162,4.083151412543966,-0.6571323831780299,-128.6901963277091,false
163,4.084493187239158,-0.6571323688462947,-125.22145798712715,false
164,4.085834959568908,-0.657132354146738,-121.7517592816028,false
165,4.087176729536246,-0.6571323390793621,-118.2811001991769,false
166,4.0885184971442765,-0.6571323236441219,-114.80948072711872,false
167,4.0898602623958915,-0.657132307841113,-111.33690085308321,false
168,4.091202025294187,-0.6571322916702903,-107.86336056472547,false
169,4.071793499372242,-0.6602468629416262,-155.7473086576231,false
170,4.071795715478394,-0.6598489978714333,-156.03142849135813,false
171,4.071842786601843,-0.6593852916922842,-156.24773601655482,false
172,4.072001887131991,-0.6588850700557475,-156.20160322106318,false
173,4.0722012182676615,-0.6582583608084664,-156.1435993777231,false
174,4.073448654067547,-0.6573380478977828,-153.5954290376554,false
175,4.074532558314118,-0.6573380383542197,-150.79905426568143,false
176,4.072458247713044,-0.6574502442917064,-156.06846791866892,false
177,4.07561646100071,-0.6573380285695386,-148.00205287559388,false
178,4.076700362129507,-0.6573380185437778,-145.20442486044885,false
179,4.077784261702672,-0.6573380082769376,-142.40617021060172,false
180,4.078868159722372,-0.6573379977689826,-139.60728891930134,false
181,4.079952056190764,-0.6573379870199875,-136.80778097863927,false
182,4.081035951110025,-0.6573379760298793,-134.00764638032123,false
183,4.083203736309762,-0.6573379533264763,-128.4054971790832,false
184,4.082119844482315,-0.6573379647986966,-131.20688511643868,false
185,4.084287626594583,-0.6573379416131462,-125.6034825601533,false
186,4.085371515338918,-0.6573379296587444,-122.80084125231922,false
187,4.08753928821482,-0.6573379050266923,-117.19367853579693,false
188,4.086455402544972,-0.6573379174632351,-119.99757324632222,false
189,4.088623172350663,-0.6573378923490806,-114.3891571116775,false
190,4.072277998204592,-0.6599869883817346,-154.68717040376563,false
191,4.072361544982509,-0.6596237340235267,-154.73627656598018,false
192,4.072534201286219,-0.6592475917179316,-154.5648687657487,false
193,4.072740663728962,-0.658797800580973,-154.35978020705127,false
194,4.072991938713356,-0.6582503824324552,-154.11000232834812,false
195,4.074147589238327,-0.6574773322985114,-151.6910365169798,false
196,4.075056754197952,-0.6574773240981852,-149.34517466776916,false
197,4.073304392146466,-0.6575696830390942,-153.79914253938824,false
198,4.0759659180597785,-0.6574773157275199,-146.99887195250048,false
199,4.076875080825415,-0.6574773071865162,-144.65212836557996,false
200,4.077784242496469,-0.6574772984751748,-142.3049439012209,false
201,4.078693403074552,-0.6574772895934962,-139.95731855440806,false
202,4.079602562561269,-0.6574772805414809,-137.609252319162,false
203,4.080511720958243,-0.6574772713191,-135.26074519066037,false
204,4.081420878267061,-0.6574772619264135,-132.9117971625378,false
205,4.08233003448934,-0.6574772523633923,-130.5624082293934,false
206,4.083239189626715,-0.6574772426300068,-128.21257838582625,false
207,4.084148343680777,-0.6574772327262879,-125.86230762662824,false
208,4.085057496653133,-0.6574772226522363,-123.51159594562696,false
209,4.0859666485453925,-0.6574772124078522,-121.16044333780727,false
210,4.086875799359165,-0.6574772019931364,-118.80884979757532,false
211,4.072715591404768,-0.6597864680318057,-153.704623021814,false
212,4.073081466795918,-0.6591385999636509,-153.23266424811445,false
213,4.073312046334057,-0.6587303047786861,-152.93507887696217,false
214,4.073586464119431,-0.6582443835801154,-152.5807641476685,false
215,4.074652456364879,-0.6575779425833849,-150.31525256308072,false
216,4.073918535365703,-0.6576563732207874,-152.15178945826315,false
217,4.075435400649632,-0.6575779354000526,-148.29488432553106,false
218,4.076218344120087,-0.6575779280898405,-146.27418913705833,false
219,4.077001286777495,-0.6575779206527744,-144.25316699303303,false
220,4.077784228623098,-0.6575779130888549,-142.23181788959744,false
221,4.078567169658134,-0.6575779053980823,-140.2101418225079,false
222,4.079350109883845,-0.6575778975804568,-138.18813878752087,false
223,4.08013304930147,-0.6575778896359792,-136.16580878116437,false
224,4.080915987912246,-0.6575778815646495,-134.14315179880896,false
225,4.0816989257174345,-0.6575778733664427,-132.12016783678976,false
226,4.08248186271824,-0.6575778650414102,-130.09685689028456,false
227,4.083264798915943,-0.6575778565895014,-128.07321895601416,false
228,4.084047734311764,-0.6575778480107424,-126.04925402954213,false
229,4.085590241015073,-0.6575964962910795,-122.04718637170866,false
230,4.073133597933809,-0.6596557984058399,-152.72160610801362,false
231,4.084830668906945,-0.6575778393051334,-124.02496210662483,false
232,4.0733162875967075,-0.6593734181851851,-152.45598430293413,false
233,4.072884997766067,-0.6594864944214186,-153.48613476238606,false
234,4.073525406856899,-0.6590501861450327,-152.15186155404234,false
235,4.0737671382569225,-0.6586765460130753,-151.80021296858123,false
236,4.074049755751914,-0.658239708844557,-151.38895392783695,false
237,4.074384590753449,-0.6577221598171247,-150.90152333426795,false
238,4.075034230064243,-0.6576540226814868,-149.27480880788542,false
239,4.07640922535216,-0.6576540098066385,-145.72616729928333,false
240,4.075721728022174,-0.6576540162931701,-147.50061410102737,false
241,4.0770967220551855,-0.6576540032218919,-143.95146839918132,false
242,4.077784218132234,-0.657653996538909,-142.17651739802088,false
243,4.0784717135842925,-0.6576539897577337,-140.40131429271577,false
244,4.079159208412347,-0.6576539828783224,-138.62585907979388,false
245,4.079846702617378,-0.6576539759006975,-136.85015175597613,false
246,4.081221689162321,-0.6576539616507853,-133.2979807642727,false
247,4.082596673226986,-0.6576539470080214,-129.74480129252956,false
248,4.08190918150419,-0.6576539543785206,-131.52151709021442,false
249,4.0805341962003805,-0.6576539688248368,-135.07419231856215,false
250,4.083284164331664,-0.6576539395393318,-127.96783336871054,false
251,4.083955484260506,-0.657670085012371,-126.22067161393349,false
252,4.084583443037091,-0.657721975411009,-124.55938733716233,false
253,4.073487910816157,-0.6595450394985223,-151.8882957841497,false
254,4.073677785411015,-0.6592786400930554,-151.5924524430834,false
255,4.074138162505705,-0.6586327178980635,-150.87490387038184,false
256,4.0738927596016845,-0.6589770252001957,-151.25743294315438,false
257,4.07533303645289,-0.6577135689778941,-148.4604181875156,false
258,4.074750357820977,-0.6577737900630901,-149.92021290687885,false
259,4.075945830567601,-0.6577135632274442,-146.87892224470102,false
260,4.074420946772305,-0.6582359633949012,-150.43398790298247,false
261,4.076558624183366,-0.6577135573986443,-145.2972260157512,false
262,4.077171417300983,-0.6577135514914947,-143.71532949815852,false
263,4.07778420992125,-0.6577135455059763,-142.13323269018701,false
264,4.078397002044968,-0.6577135394421277,-140.55093558855754,false
265,4.079009793672935,-0.6577135332999109,-138.96843819134122,false
266,4.079622584805952,-0.6577135270793452,-137.38574049545173,false
267,4.080848165590327,-0.6577135144031673,-134.2197441993592,false
268,4.080235375444817,-0.6577135207804304,-135.80284249915317,false
269,4.081460955243268,-0.6577135079475751,-132.63644559394814,false
270,4.082073744404475,-0.6577135014135962,-131.05294668021938,false
271,4.0826751438279265,-0.6577277192698779,-129.4883390264035,false
272,4.083245172822636,-0.6577735937298423,-127.98160304605489,false
273,4.083806691656714,-0.6578187832463438,-126.49718993336595,false
